Protein;Np;Young WT 1;Young WT 2;Old WT 1;Old WT 2;Ht pro 1;Ht pro 2;Hm pro 1;Hm pro 2;Mean z Young WT;Mean z Old WT;Mean z Ht pro;Mean z Hm pro;∆ mean z Old WT;∆ mean z Ht pro;∆ mean z Hm pro;P value Old WT;P value Ht pro;P value Hm pro;Change Old WT;Change Ht pro;Change Hm pro;Artifact
>tr|E9Q2D1|E9Q2D1_MOUSE Actin, cytoplasmic 1 (Fragment) OS=Mus musculus GN=Actb PE=1 SV=1;1;0.776770988;-0.733451604;1.150438687;0.723363335;0.368005236;0.953246242;-0.165765368;0.578061461;0.021659692;0.936901011;0.660625739;0.2061480465;0.915241319;0.638966047;0.1844883545;0.217146942202524;0.375602323988105;0.792754314734752;0;0;0;FALSE
>sp|P61294|RAB6B_MOUSE Ras-related protein Rab-6B OS=Mus musculus GN=Rab6b PE=1 SV=1;4;0.251466788;-0.14350353;0.632658723;1.302809796;1.175639667;1.150410705;1.123620269;1.202307713;0.053981629;0.9677342595;1.163025186;1.162963991;0.9137526305;1.109043557;1.108982362;0.118855373821824;0.0677385494879473;0.067750535887439;0;0;0;FALSE
>tr|Q561N5|Q561N5_MOUSE 40S ribosomal protein S18 OS=Mus musculus GN=Rps18 PE=2 SV=1;11;0.676707632;-0.728913978;0.924269027;0.849641616;1.017555508;0.129512817;-0.095816532;0.833885687;-0.026103173;0.8869553215;0.5735341625;0.3690345775;0.9130584945;0.5996373355;0.3951377505;0.226655538957819;0.41327761828931;0.584637554083276;0;0;0;FALSE
>sp|P23492|PNPH_MOUSE Purine nucleoside phosphorylase OS=Mus musculus GN=Pnp PE=1 SV=2;5;0.009102431;0.024666238;1.179289006;0.675962948;0.554072878;-0.332711315;0.092566287;-0.210627364;0.0168843345;0.927625977;0.1106807815;-0.0590305385;0.9107416425;0.093796447;-0.075914873;0.140660623707725;0.869297877652076;0.894014680595243;0;0;0;FALSE
>tr|Q8BU21|Q8BU21_MOUSE Glutaminyl-tRNA synthetase, isoform CRA_a OS=Mus musculus GN=Qars PE=2 SV=1;10;-0.499894265;0.549446869;1.167570921;0.699547651;0.98548575;-0.485354573;0.918693446;-0.520650506;0.024776302;0.933559286;0.2500655885;0.19902147;0.908782984;0.2252892865;0.174245168;0.282040591569455;0.781262127163911;0.829762261255422;0;0;0;FALSE
>tr|B1B0C7|B1B0C7_MOUSE Basement membrane-specific heparan sulfate proteoglycan core protein OS=Mus musculus GN=Hspg2 PE=1 SV=1;3;-0.062681101;0.143592463;0.965089246;0.931620691;0.021810739;0.070500515;0.088041693;-0.370239535;0.040455681;0.9483549685;0.046155627;-0.141098921;0.9078992875;0.005699946;-0.181554602;0.106120635496221;0.991061729718303;0.722461176805451;0;0;0;FALSE
>sp|P62814|VATB2_MOUSE V-type proton ATPase subunit B, brain isoform OS=Mus musculus GN=Atp6v1b2 PE=1 SV=1;31;-0.147075852;0.185565789;0.895464416;0.957063767;0.641032426;1.15342775;1.681602972;1.197422725;0.0192449685;0.9262640915;0.897230088;1.4395128485;0.907019123;0.8779851195;1.42026788;0.121140264610489;0.131576271625316;0.0277117990169091;0;0;0;FALSE
>sp|P27659|RL3_MOUSE 60S ribosomal protein L3 OS=Mus musculus GN=Rpl3 PE=1 SV=3;9;0.019913338;0.181363137;0.903760778;1.109649354;1.365840328;-1.052763084;-0.095784836;-1.13469914;0.1006382375;1.006705066;0.156538622;-0.615241988;0.9060668285;0.0559003845;-0.7158802255;0.317394817548615;0.948955193655136;0.423319653703927;0;0;0;FALSE
>sp|Q8K3W0|BRE_MOUSE BRCA1-A complex subunit BRE OS=Mus musculus GN=Bre PE=1 SV=2;3;0.151048262;-0.067207408;1.29108089;0.602341573;0.18037263;0.943154459;1.865869486;1.188696707;0.041920427;0.9467112315;0.5617635445;1.5272830965;0.9047908045;0.5198431175;1.4853626695;0.159557420065734;0.396554763749263;0.0359140188910205;0;0;0;FALSE
>sp|Q3U3T8|WDR62_MOUSE WD repeat-containing protein 62 OS=Mus musculus GN=Wdr62 PE=1 SV=2;1;-0.260767926;0.313887138;0.882219566;0.978514702;0.604232177;0.964116637;-0.416791114;0.175192776;0.026559606;0.930367134;0.784174407;-0.120799169;0.903807528;0.757614801;-0.147358775;0.130761004082258;0.194813396838373;0.788771114106684;0;0;0;FALSE
>tr|F7BJK1|F7BJK1_MOUSE Protein Pcdh1 (Fragment) OS=Mus musculus GN=Pcdh1 PE=1 SV=1;3;-0.941376926;0.946309758;1.32285055;0.487877817;-1.273007751;-1.010213969;0.009884419;-0.874185173;0.00246641599999997;0.9053641835;-1.14161086;-0.432150377;0.9028977675;-1.144077276;-0.434616793;0.273440985535497;0.175587349655687;0.58553672303127;0;0;0;FALSE
>tr|B2RXT3|B2RXT3_MOUSE Ogdhl protein OS=Mus musculus GN=Ogdhl PE=2 SV=1;25;0.147749326;-0.089374992;1.078788781;0.783978624;0.142000704;1.017457544;0.12462852;0.482667852;0.029187167;0.9313837025;0.579729124;0.303648186;0.9021965355;0.550541957;0.274461019;0.140141123973514;0.344436456620143;0.629024108091683;0;0;0;FALSE
>sp|Q5SUV5|MYLK4_MOUSE Myosin light chain kinase family member 4 OS=Mus musculus GN=Mylk4 PE=1 SV=2;1;-0.588156903;0.615766439;1.102462818;0.728991653;0.153526468;0.837985054;0.8955103;0.423439029;0.013804768;0.9157272355;0.495755761;0.6594746645;0.9019224675;0.481950993;0.6456698965;0.187078766135733;0.460741973043892;0.330375625292568;0;0;0;FALSE
>sp|Q8VCR8|MYLK2_MOUSE Myosin light chain kinase 2, skeletal/cardiac muscle OS=Mus musculus GN=Mylk2 PE=1 SV=2;1;-0.588156903;0.615766439;1.102462818;0.728991653;0.153526468;0.837985054;0.8955103;0.423439029;0.013804768;0.9157272355;0.495755761;0.6594746645;0.9019224675;0.481950993;0.6456698965;0.187078766135733;0.460741973043892;0.330375625292568;0;0;0;FALSE
>tr|Q80YZ1|Q80YZ1_MOUSE BM168F16.1 (Novel protein similar to high-mobility group box 1 (Hmgb1)) OS=Mus musculus GN=bM168F16.1 PE=4 SV=1;1;2.642340725;-3.198031399;-0.068455418;1.316573135;1.657127435;0.1275543;-0.157837457;2.310763193;-0.277845337;0.6240588585;0.8923408675;1.076462868;0.9019041955;1.1701862045;1.354308205;0.635438986621848;0.540733350921448;0.480977910589461;0;0;0;FALSE
>sp|Q91VD9|NDUS1_MOUSE NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Mus musculus GN=Ndufs1 PE=1 SV=2;36;-0.607180051;0.67687429;1.056675851;0.816078252;0.379539383;0.327502216;0.693906748;-0.612206425;0.0348471195;0.9363770515;0.3535207995;0.0408501615;0.901529932;0.31867368;0.00600304200000001;0.225173698831801;0.65294261907198;0.99319064114932;0;0;0;FALSE
>sp|P47811|MK14_MOUSE Mitogen-activated protein kinase 14 OS=Mus musculus GN=Mapk14 PE=1 SV=3;1;-0.063550241;0.131447095;1.159921949;0.708134466;0.589408994;1.775574541;1.311237775;1.176826131;0.033948427;0.9340282075;1.1824917675;1.244031953;0.9000797805;1.1485433405;1.210083526;0.165429570511158;0.0884302599582316;0.075561299953708;0;0;0;FALSE
>sp|Q6PB60|BHLH9_MOUSE Protein BHLHb9 OS=Mus musculus GN=Bhlhb9 PE=2 SV=1;2;0.043751583;-0.036837832;0.45708091;1.349455752;0.722909149;1.403984258;0.183215422;2.330605572;0.0034568755;0.903268331;1.0634467035;1.256910497;0.8998114555;1.059989828;1.2534536215;0.294476514603758;0.22354218277065;0.158127732635814;0;0;0;FALSE
>sp|Q3UNN8|PLD5_MOUSE Inactive phospholipase D5 OS=Mus musculus GN=Pld5 PE=2 SV=1;1;0.316107391;-0.245698413;0.432279651;1.436359637;0.482712368;0.604997551;-0.839383512;-0.599543711;0.035204489;0.934319644;0.5438549595;-0.7194636115;0.899115155;0.5086504705;-0.7546681005;0.15544927406435;0.398371579900781;0.223554453749735;0;0;0;FALSE
>sp|P16045|LEG1_MOUSE Galectin-1 OS=Mus musculus GN=Lgals1 PE=1 SV=3;5;1.514445292;-1.586932729;0.715461783;1.001329266;0.341555017;-0.321092224;-1.322440823;-1.379064093;-0.0362437185;0.8583955245;0.0102313965;-1.350752458;0.894639243;0.046475115;-1.3145087395;0.383739651270735;0.962879871320058;0.214108310631804;0;0;0;FALSE
>tr|A2NU20|A2NU20_MOUSE VH coding region (Fragment) OS=Mus musculus PE=4 SV=1;1;0.388752351;-0.310756263;1.193136684;0.671379322;-0.341658351;-0.568431287;0.531921836;-0.456780795;0.038998044;0.932258003;-0.455044819;0.0375705205;0.893259959;-0.494042863;-0.00142752350000003;0.172904561172487;0.429571564851553;0.998136158126437;0;0;0;FALSE
>sp|P01787|HVM18_MOUSE Ig heavy chain V regions TEPC 15/S107/HPCM1/HPCM2/HPCM3 OS=Mus musculus PE=1 SV=1;1;0.388752351;-0.310756263;1.193136684;0.671379322;-0.341658351;-0.568431287;0.531921836;-0.456780795;0.038998044;0.932258003;-0.455044819;0.0375705205;0.893259959;-0.494042863;-0.00142752350000003;0.172904561172487;0.429571564851553;0.998136158126437;0;0;0;FALSE
>sp|P01794|HVM25_MOUSE Ig heavy chain V region HPCG14 OS=Mus musculus PE=1 SV=1;1;0.388752351;-0.310756263;1.193136684;0.671379322;-0.341658351;-0.568431287;0.531921836;-0.456780795;0.038998044;0.932258003;-0.455044819;0.0375705205;0.893259959;-0.494042863;-0.00142752350000003;0.172904561172487;0.429571564851553;0.998136158126437;0;0;0;FALSE
>tr|Q3TMN9|Q3TMN9_MOUSE Homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1, isoform CRA_b OS=Mus musculus GN=Herpud1 PE=1 SV=1;1;1.241569333;-1.265326684;0.556520079;1.203989834;1.498281624;0.442783826;0.396925344;0.409257807;-0.0118786755;0.8802549565;0.970532725;0.4030915755;0.892133632;0.9824114005;0.414970251;0.341828085944592;0.298450592233627;0.649959398621167;0;0;0;FALSE
>sp|Q9JHS4|CLPX_MOUSE ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial OS=Mus musculus GN=Clpx PE=1 SV=2;1;-2.20354044;1.879508918;1.894529226;-0.436595623;-0.466087369;-1.042925658;-0.615898943;-0.479891351;-0.162015761;0.7289668015;-0.7545065135;-0.547895147;0.8909825625;-0.5924907525;-0.385879386;0.526025675226425;0.670737591303634;0.781054027304438;0;0;0;FALSE
>sp|P37040|NCPR_MOUSE NADPH--cytochrome P450 reductase OS=Mus musculus GN=Por PE=1 SV=2;15;-0.015845798;0.03880089;1.036700739;0.766648989;-0.044461345;-0.503350443;0.146158965;-0.392809086;0.011477546;0.901674864;-0.273905894;-0.1233250605;0.890197318;-0.28538344;-0.1348026065;0.125634776150578;0.595389394030979;0.800365320682544;0;0;0;FALSE
>tr|Q3TLP4|Q3TLP4_MOUSE Annexin OS=Mus musculus GN=Anxa3 PE=2 SV=1;1;-0.700117161;0.72433468;1.37699501;0.427356573;-0.858053946;0.04562262;-0.348156855;0.266430257;0.0121087595;0.9021757915;-0.406215663;-0.040863299;0.890067032;-0.4183244225;-0.0529720585;0.252205804256985;0.57634995333787;0.942952598033556;0;0;0;FALSE
>sp|Q7TMM9|TBB2A_MOUSE Tubulin beta-2A chain OS=Mus musculus GN=Tubb2a PE=1 SV=1;28;-0.284365759;0.490692645;1.003594882;0.98200156;0.304179993;1.03991574;1.121026729;0.522871984;0.103163443;0.992798221;0.6720478665;0.8219493565;0.889634778;0.5688844235;0.7187859135;0.163323560016349;0.352977044748953;0.248892310414783;0;0;0;FALSE
>sp|Q6ZWM4|LSM8_MOUSE U6 snRNA-associated Sm-like protein LSm8 OS=Mus musculus GN=Lsm8 PE=1 SV=3;2;-0.347440745;0.411662302;0.959300656;0.882108673;0.527148515;0.880275816;1.156513941;0.678708253;0.0321107785;0.9207046645;0.7037121655;0.917611097;0.888593886;0.671601387;0.8855003185;0.141152104259007;0.250619881023515;0.142342322843845;0;0;0;FALSE
>tr|F6X5P5|F6X5P5_MOUSE Mycophenolic acid acyl-glucuronide esterase, mitochondrial (Fragment) OS=Mus musculus GN=Abhd10 PE=1 SV=1;2;-0.175266568;0.195996455;0.605359692;1.191968035;0.298636758;0.750403869;1.212157822;1.543916561;0.0103649435;0.8986638635;0.5245203135;1.3780371915;0.88829892;0.51415537;1.367672248;0.135515651340685;0.36211088277778;0.0352437636661969;0;0;0;FALSE
>sp|Q99MW1|STK31_MOUSE Serine/threonine-protein kinase 31 OS=Mus musculus GN=Stk31 PE=1 SV=2;2;0.427397532;-0.34822936;0.73965058;1.114730587;2.041131647;1.011821881;0.343856149;1.562186647;0.039584086;0.9271905835;1.526476764;0.953021398;0.8876064975;1.486892678;0.913437312;0.227561841102512;0.0618376697758153;0.215664718832081;0;0;0;FALSE
>tr|Q3UR55|Q3UR55_MOUSE Sodium/potassium-transporting ATPase subunit beta OS=Mus musculus GN=Atp1b2 PE=1 SV=1;16;-0.904869322;0.864352207;1.908331984;-0.175025722;0.998082162;-0.393664041;-0.829374193;-1.268182551;-0.0202585575;0.866653131;0.3022090605;-1.048778372;0.8869116885;0.322467618;-1.0285198145;0.378307781673605;0.742608820018087;0.311452381523585;0;0;0;FALSE
>sp|P15247|IL9_MOUSE Interleukin-9 OS=Mus musculus GN=Il9 PE=1 SV=1;1;0.466004359;-0.398085248;0.965421162;0.876262015;1.065013031;0.129676479;-0.058778882;0.433349078;0.0339595555;0.9208415885;0.597344755;0.187285098;0.886882033;0.5633851995;0.1533255425;0.178664429052876;0.374498770354724;0.803884052550878;0;0;0;FALSE
>sp|Q8K2T1|NMRL1_MOUSE NmrA-like family domain-containing protein 1 OS=Mus musculus GN=Nmral1 PE=1 SV=1;12;-0.150297656;0.192841083;1.323704723;0.492282656;-0.444607473;-0.95998018;-0.15130514;-0.255313107;0.0212717135;0.9079936895;-0.7022938265;-0.2033091235;0.886721976;-0.72356554;-0.224580837;0.14801469508468;0.226540235305588;0.693403676365164;0;0;0;FALSE
>tr|Q4VAI2|Q4VAI2_MOUSE Acid phosphatase 1, soluble OS=Mus musculus GN=Acp1 PE=2 SV=1;7;-0.03532649;0.065148534;0.63476485;1.168066294;0.877681308;1.75236388;1.384134475;1.03520478;0.014911022;0.901415572;1.315022594;1.2096696275;0.88650455;1.300111572;1.1947586055;0.151977628056954;0.0501756933073241;0.0666526394747252;0;0;0;FALSE
>sp|Q64516|GLPK_MOUSE Glycerol kinase OS=Mus musculus GN=Gk PE=1 SV=2;17;0.158808222;-0.086725031;1.81333891;0.028672221;1.267893337;0.66564816;0.5995946;0.205978394;0.0360415955;0.9210055655;0.9667707485;0.402786497;0.88496397;0.930729153;0.3667449015;0.243802905261072;0.222547903863455;0.614619935352494;0;0;0;FALSE
>sp|Q6ZQ11|CHSS1_MOUSE Chondroitin sulfate synthase 1 OS=Mus musculus GN=Chsy1 PE=2 SV=2;1;2.188789793;-2.546349958;0.338880236;1.073430151;1.190196403;1.206430409;0.173853683;-0.833188146;-0.1787800825;0.7061551935;1.198313406;-0.3296672315;0.884935276;1.3770934885;-0.150887149;0.540175475941334;0.349504428889672;0.915692635878301;0;0;0;FALSE
>tr|A8E635|A8E635_MOUSE Chsy1 protein (Fragment) OS=Mus musculus GN=Chsy1 PE=2 SV=1;1;2.188789793;-2.546349958;0.338880236;1.073430151;1.190196403;1.206430409;0.173853683;-0.833188146;-0.1787800825;0.7061551935;1.198313406;-0.3296672315;0.884935276;1.3770934885;-0.150887149;0.540175475941334;0.349504428889672;0.915692635878301;0;0;0;FALSE
>sp|Q8K207|CA021_MOUSE Uncharacterized protein C1orf21 homolog OS=Mus musculus PE=1 SV=1;1;1.483684697;-1.590326673;0.887022077;0.768603182;1.934964672;-1.17208919;-1.005903796;-1.371952497;-0.0533209880000001;0.8278126295;0.381437741;-1.1889281465;0.8811336175;0.434758729;-1.1356071585;0.503378138457296;0.738134625948727;0.393410673858377;0;0;0;FALSE
>tr|Q80X68|Q80X68_MOUSE Citrate synthase OS=Mus musculus GN=Csl PE=1 SV=1;2;0.557103694;-0.492385071;1.006188582;0.815423068;0.554599754;-0.581679994;-0.486613866;-0.875333962;0.0323593115;0.910805825;-0.01354012;-0.680973914;0.8784465135;-0.0458994315000001;-0.7133332255;0.208127632861471;0.944361528018179;0.297539488274005;0;0;0;FALSE
>sp|P35979|RL12_MOUSE 60S ribosomal protein L12 OS=Mus musculus GN=Rpl12 PE=1 SV=2;10;1.103445307;-1.026077638;0.431692332;1.402156681;1.606442464;1.220561963;0.71109408;1.391825328;0.0386838345;0.9169245065;1.4135022135;1.051459704;0.878240672;1.374818379;1.0127758695;0.310468430164301;0.130302845796925;0.247661343728155;0;0;0;FALSE
>tr|E9Q7N9|E9Q7N9_MOUSE Protein Dnah11 OS=Mus musculus GN=Dnah11 PE=1 SV=2;2;0.500592959;-0.482353376;1.158731053;0.61411447;0.175964979;-0.553868679;-0.91774613;-0.693299538;0.0091197915;0.8864227615;-0.18895185;-0.805522834;0.87730297;-0.1980716415;-0.8146426255;0.181847014365458;0.748119880094193;0.211226750321625;0;0;0;FALSE
>sp|Q9EQ20|MMSA_MOUSE Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Mus musculus GN=Aldh6a1 PE=1 SV=1;20;-0.05857264;0.233522966;0.922692634;1.003218153;0.219660715;0.100506489;1.372137003;1.815794853;0.087475163;0.9629553935;0.160083602;1.593965928;0.8754802305;0.072608439;1.506490765;0.119051873977998;0.887358239987422;0.0181509477387267;0;0;0;FALSE
>sp|Q9DBG5|PLIN3_MOUSE Perilipin-3 OS=Mus musculus GN=Plin3 PE=1 SV=1;10;-1.466989393;1.393691692;0.881043173;0.79528736;-0.121470201;-1.013595738;0.655191617;-1.291603944;-0.0366488505;0.8381652665;-0.5675329695;-0.3182061635;0.874814117;-0.530884119;-0.281557313;0.433817732259225;0.62998574527709;0.797123804370117;0;0;0;FALSE
>sp|Q8VHL0|UT1_MOUSE Urea transporter 1 OS=Mus musculus GN=Slc14a1 PE=1 SV=2;2;-0.274010642;0.344702752;1.031086487;0.785065674;0.532297529;-0.370971425;-0.185744521;-0.639946055;0.035346055;0.9080760805;0.080663052;-0.412845288;0.8727300255;0.045316997;-0.448191343;0.169038169729242;0.938883829084435;0.457430123412672;0;0;0;FALSE
>tr|D3YYY8|D3YYY8_MOUSE Protein Arhgef26 OS=Mus musculus GN=Arhgef26 PE=1 SV=1;1;0.049963815;0.002485801;0.444271826;1.35338749;0.231203461;-0.699422553;-0.080924479;-0.401737035;0.026224808;0.898829658;-0.234109546;-0.241330757;0.87260485;-0.260334354;-0.267555565;0.182074439793225;0.672370691664743;0.663949077830314;0;0;0;FALSE
>sp|P50289|ASPX_MOUSE Acrosomal protein SP-10 OS=Mus musculus GN=Acrv1 PE=1 SV=2;1;1.478719622;-1.559681842;0.743213048;0.920728456;1.16033945;0.393130794;-0.704403045;-0.555559926;-0.04048111;0.831970752;0.776735122;-0.6299814855;0.872451862;0.817216232;-0.5895003755;0.390464606545838;0.419661467214414;0.556002769294602;0;0;0;FALSE
>sp|Q66JT0|WEE2_MOUSE Wee1-like protein kinase 2 OS=Mus musculus GN=Wee2 PE=1 SV=2;1;1.678418438;-1.815515333;0.567714555;1.036050766;1.107072422;0.297925602;-0.022935648;1.098742819;-0.0685484475;0.8018826605;0.702499012;0.5379035855;0.870431108;0.7710474595;0.606452033;0.456347663838913;0.507535476549796;0.599994497686346;0;0;0;FALSE
>sp|Q921E2|RAB31_MOUSE Ras-related protein Rab-31 OS=Mus musculus GN=Rab31 PE=1 SV=1;5;-0.893484394;0.939633179;1.712560773;0.073854962;-0.707959577;-0.033621564;1.285236492;0.788220544;0.0230743925;0.8932078675;-0.3707905705;1.036728518;0.870133475;-0.393864963;1.0136541255;0.330046101213297;0.650328049236697;0.262078395974642;0;0;0;FALSE
>tr|B9EHN0|B9EHN0_MOUSE Ubiquitin-activating enzyme E1, Chr X OS=Mus musculus GN=Uba1 PE=1 SV=1;41;0.375634789;-0.40605927;0.980682146;0.724747264;-0.061619128;0.104162059;0.894322827;0.157662355;-0.0152122405;0.852714705;0.0212714655;0.525992591;0.8679269455;0.036483706;0.5412048315;0.162241888555903;0.94958425779149;0.363018399885061;0;0;0;FALSE
>tr|Q3TS37|Q3TS37_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Ankrd29 PE=2 SV=1;3;-0.221252308;0.304340521;1.935119502;-0.116454123;0.30053556;-0.401259802;0.417220692;0.189344843;0.0415441065;0.9093326895;-0.050362121;0.3032827675;0.867788583;-0.0919062275;0.261738661;0.288800016648951;0.90677527729043;0.739648710242451;0;0;0;FALSE
>sp|Q91VC3|IF4A3_MOUSE Eukaryotic initiation factor 4A-III OS=Mus musculus GN=Eif4a3 PE=1 SV=3;10;-0.130999517;-0.018986833;0.747340208;0.828805363;0.372720787;-0.808709525;0.288291723;0.870869556;-0.074993175;0.7880727855;-0.217994369;0.5795806395;0.8630659605;-0.143001194;0.6545738145;0.184636443674092;0.81468998753847;0.301584651994326;0;0;0;FALSE
>sp|Q9WU01|KHDR2_MOUSE KH domain-containing, RNA-binding, signal transduction-associated protein 2 OS=Mus musculus GN=Khdrbs2 PE=1 SV=1;2;1.913235319;-2.06041357;0.280130595;1.295511818;1.103923378;0.817519397;0.439300021;2.232595731;-0.0735891255000001;0.7878212065;0.9607213875;1.335947876;0.861410332;1.034310513;1.4095370015;0.520382101313261;0.44322799578547;0.304531614809335;0;0;0;FALSE
>tr|A0A087WSS1|A0A087WSS1_MOUSE Protein 2310035C23Rik OS=Mus musculus GN=2310035C23Rik PE=1 SV=1;1;0.56714074;-0.504637889;0.94959809;0.833985928;0.293518345;-0.175677078;-0.935803309;-0.751457451;0.0312514255;0.891792009;0.0589206335;-0.84363038;0.8605405835;0.027669208;-0.8748818055;0.172312979694182;0.962457968731021;0.166161180286526;0;0;0;FALSE
>sp|P24452|CAPG_MOUSE Macrophage-capping protein OS=Mus musculus GN=Capg PE=1 SV=2;1;-1.572448705;1.422611744;0.988233226;0.582803219;-0.674181378;-1.223670533;0.213465988;-1.657686417;-0.0749184805000001;0.7855182225;-0.9489259555;-0.7221102145;0.860436703;-0.874007475;-0.647191734;0.443276596438018;0.436425461674016;0.560538379463559;0;0;0;FALSE
>sp|O08917|FLOT1_MOUSE Flotillin-1 OS=Mus musculus GN=Flot1 PE=1 SV=1;11;-0.00769708;0.087888912;0.853806359;0.94481084;0.135452948;1.105662233;-0.549202489;-0.434836886;0.040095916;0.8993085995;0.6205575905;-0.4920196875;0.8592126835;0.5804616745;-0.5321156035;0.154402670546458;0.31702571267174;0.356290314351323;0;0;0;FALSE
>sp|Q8CBY8|DCTN4_MOUSE Dynactin subunit 4 OS=Mus musculus GN=Dctn4 PE=1 SV=1;11;-0.331846349;0.421944196;0.799685282;1.006725681;0.298665;0.305091768;0.447311886;0.37600584;0.0450489235;0.9032054815;0.301878384;0.411658863;0.858156558;0.2568294605;0.3666099395;0.139395597013388;0.633770933372132;0.5000954383994;0;0;0;FALSE
>tr|D3Z3B8|D3Z3B8_MOUSE Disks large homolog 1 OS=Mus musculus GN=Dlg1 PE=1 SV=1;1;0.588138533;-0.53417827;0.834086642;0.932326473;-0.143965762;0.713782094;1.44749444;1.017007885;0.0269801315;0.8832065575;0.284908166;1.2322511625;0.856226426;0.2579280345;1.205271031;0.204401298702227;0.686424685280996;0.0891374562834926;0;0;0;FALSE
>sp|Q9CQF3|CPSF5_MOUSE Cleavage and polyadenylation specificity factor subunit 5 OS=Mus musculus GN=Nudt21 PE=1 SV=1;6;0.190982464;-0.206634103;1.009146366;0.6860407;0.086070081;-0.787830591;-0.430011295;0.198798433;-0.00782581950000001;0.847593533;-0.350880255;-0.115606431;0.8554193525;-0.3430544355;-0.1077806115;0.174779658217453;0.564500788728677;0.854772703595864;0;0;0;FALSE
>sp|Q91VR8|BRK1_MOUSE Protein BRICK1 OS=Mus musculus GN=Brk1 PE=1 SV=1;7;1.026974987;-0.96195796;0.312176938;1.462790395;-0.229985658;0.598616092;-0.209221393;-0.064051143;0.0325085135;0.8874836665;0.184315217;-0.136636268;0.854975153;0.1518067035;-0.1691447815;0.320073139019476;0.854835896550272;0.838520485440696;0;0;0;FALSE
>sp|Q9JM52|MINK1_MOUSE Misshapen-like kinase 1 OS=Mus musculus GN=Mink1 PE=1 SV=3;18;0.339140029;-0.286354305;0.952245131;0.80652219;-0.103608221;-0.242452108;-0.026869636;-0.36489716;0.026392862;0.8793836605;-0.1730301645;-0.195883398;0.8529907985;-0.1994230265;-0.22227626;0.138310213350145;0.707976964526914;0.676692179643968;0;0;0;FALSE
